Team_Name,Year,Rushing,Receiving,Passing,Tackling,Run_Defense,Pass_Rush,Coverage,Pass_Blocking,Run_Blocking,Quarterback,Running_Back,Receiver/TE,Tackle,Interior_OLine,Interior_DLine,Edge,Linebacker,Safety,Cornerback,Team_Wins,Team_Record,Team_Tier
IND,2010,53.33877551,69.57394578,88.4,70.9038846,56.87291187,69.01983105,62.14816956,73.24161939,70.87238806,87.2,58.07743902,70.43771828,72.21647541,71.44528837,48.83571429,72.71978705,64.7345405,56.73780019,60.71800839,10,0.625,2
TB,2010,60.23204134,62.58703297,51.45580986,67.09684211,60.0265778,61.14465905,64.17608136,66.95858831,65.4764676,51.84833333,64.5186722,67.23411348,68.84864048,66.66085935,55.49250426,62.83809524,68.08836864,53.60490094,65.24355401,10,0.625,2
DEN,2010,58.36856369,61.37137615,65.44813953,71.70723701,61.69998284,60.2961044,62.06982876,70.01711621,69.95722438,64.4,58.41211401,64.26036194,77.4786385,67.96202427,52.8759009,63.8032601,60.09098458,66.33231229,70.6032766,4,0.25,4
JAX,2010,61.73850932,69.77482679,68.19858333,71.12702806,69.64131087,60.49444879,62.50367996,62.90481541,68.64193292,67.09946619,60.46777963,72.08755814,68.44941887,69.47265038,65.07965647,68.70821376,74.17620202,61.31355835,62.40982708,8,0.5,3
DET,2010,57.55687831,65.99695431,57.38058394,64.89589029,61.90190122,62.59522942,52.74126403,77.00866824,73.79169657,57.23471074,64.46782946,67.60214008,77.15718157,80.19424872,63.59856631,60.49548294,51.15502168,59.04040739,57.87387792,6,0.375,3
CIN,2010,59.61626794,66.38960573,71.11836248,69.02681778,64.11589877,59.69415182,67.90432419,75.78428729,73.10808588,67.85480859,60.73550489,67.34022923,77.81551111,76.67661389,52.83602339,59.73086643,66.43449731,64.23672655,77.32367544,4,0.25,4
CLV,2010,55.34557641,56.98171558,57.60488722,72.80582737,66.30077772,64.10308989,62.17207021,72.09256603,74.62513716,58.9404117,60.12087683,63.1290795,85.37704637,71.04282438,65.33685637,71.53982369,57.75543278,62.96491754,69.03391521,5,0.3125,4
SEA,2010,61.23727506,57.09979716,61.27479062,69.3607055,64.83805114,60.87365311,59.6918372,68.64901905,69.28431002,61.71602041,61.69745763,63.65466756,70.85712876,64.16427379,63.06279845,52.0424255,65.53922652,65.31954579,60.59444444,7,0.4375,3
DAL,2010,58.69063291,69.31217712,58.37319749,71.71748171,69.39694444,67.47147529,68.28864891,71.71375534,78.03538847,56.14772296,63.26591837,74.65720027,76.97322761,79.91515057,63.80817345,79.73681102,72.47522299,63.86123047,74.1456985,6,0.375,3
PHI,2010,52.32340426,65.74901575,61.74188791,66.12142919,62.45223133,61.10311644,64.38650643,70.98799384,67.49646188,57.12822502,50.84060914,72.88586424,70.06280148,66.29827427,63.96284761,67.27016435,55.47099415,67.86129477,65.48326923,10,0.625,2
CAR,2010,60.95062035,65.73333333,59.7576087,68.46655326,58.86862254,63.34692456,63.17394535,71.64026217,70.60553293,61.69204082,55.12424242,72.23474524,66.80310078,74.09113421,52.04496855,64.54332381,66.93351254,59.28298471,65.10818886,2,0.125,4
ATL,2010,56.99473684,67.64953959,68.46420546,67.43425028,64.26106148,66.5391369,59.90707902,74.64588364,73.44577551,66.20026502,72.16229205,71.66889764,74.67994758,74.16799193,63.05061179,69.77981057,65.00078585,64.62174137,61.64021207,13,0.8125,1
NYG,2010,50.66602564,68.5963035,78,67.73371356,57.84255,67.3347659,61.10513919,74.19374817,76.45681063,76.94976303,69.2349454,79.92115779,77.02376482,79.33980305,54.63482955,67.50746781,50.22091274,62.35597994,67.18652156,10,0.625,2
TEN,2010,70.51432225,65.44020619,66.27174757,68.04981152,62.15033386,64.36751813,57.07834315,72.19732837,74.19318609,65.65085837,63.10181818,69.4581167,79.9,76.92910108,58.48820734,60.01308923,65.65322744,47.3125,64.4546,6,0.375,3
ARZ,2010,56.39019608,68.12735849,54.60466989,71.41596218,62.6972572,63.49378882,73.78206455,64.72582356,71.46810182,56.04397906,55.18545455,69.71491086,62.96608247,72.86031196,63.30154916,65.26252319,64.25528796,74.84967033,79.41940015,5,0.3125,4
SD,2010,54.9458427,71.14642857,91.69106239,69.73565608,61.95379645,61.75101297,65.57914235,67.70623891,69.62099062,90.55601145,50.50209302,69.49136732,71.61462396,67.87227569,51.51582175,62.48294147,67.271165,74.08723509,64.8626318,9,0.5625,2
OAK,2010,49.4393617,64.87678571,65.89850088,69.67601203,59.47068801,64.06240834,63.78830964,65.56040609,71.0146888,64.4489603,65.99443672,63.61479821,69.41417288,78.02565328,58.62522738,62.87507772,58.14471028,70.72921687,63.65516185,8,0.5,3
PIT,2010,63.49225664,66.23475336,80.7038817,72.48189074,62.25087573,66.02259136,61.18689227,64.18715333,72.63626117,79.87894737,61.81362683,71.37074468,70.975037,67.61675016,58.72111993,74.47320319,66.57109854,64.94858398,57.91852998,12,0.75,1
MIN,2010,63.49354067,71.24780702,81.91953819,64.47592424,67.25679379,71.11154138,67.90120664,73.45115361,65.97088249,81.14174085,62.11981424,74.08137973,74.64028251,63.73470835,69.85987493,70.46913401,73.64903614,65.84403808,69.8488686,6,0.375,3
HST,2010,64.35192308,71.60497132,89.7,72.59650004,59.15315278,65.39648451,65.56215962,69.73641011,72.64678986,84.37431018,59.01674009,74.08950097,74.95233863,76.94639175,53.851214,59.39053045,69.93202765,68.04836415,59.9450187,6,0.375,3
BUF,2010,64.7222561,63.01825726,60.56688931,69.47386456,55.72404001,60.94455782,66.23254328,64.1720178,66.65101215,60.72237762,65.40829694,67.78726249,57.78483796,66.1891463,57.85588865,57.53897516,67.58850752,65.39076321,60.52897162,4,0.25,4
GB,2010,47.31236559,67.05588235,83.42380192,68.65552887,67.66281723,61.06822605,71.88970758,74.19448819,69.57855827,82.49080119,54.10534483,67.83340659,68.18736394,78.84457831,57.46948775,67.81478469,75.73519062,68.1774359,78.86723143,10,0.625,2
MIA,2011,62.60066225,71.35079365,54.85698529,72.05043486,69.95729643,68.33247136,67.5085097,68.21170747,69.55698901,53.95937813,61.86101695,71.91736931,68.50400445,70.16114404,66.41161811,76.11661325,74.66620788,69.51992737,73.33353804,6,0.375,3
NYJ,2011,63.08352941,63.24816327,70.28518212,69.50308822,71.31293949,59.90864097,62.19461985,72.63036275,69.60329466,70.03921201,55.08166311,65.44093458,69.21207665,77.08105469,66.61229314,65.91692478,73.12314607,56.7804643,67.68011012,8,0.5,3
SL,2011,63.59269521,70.43861004,61.9800813,63.43936333,64.01067194,67.64510181,63.71630435,69.34065703,65.03460325,62.4632594,58.10924092,68.02268544,62.97429829,72.89151498,63.38201754,64.02414553,68.6991035,70.66524823,62.63039255,2,0.125,4
SF,2011,61.49850746,64.74695864,62.38413462,69.66143486,70.35240964,67.06162707,56.98379296,69.00579476,69.88855042,60.96325301,61.76324042,70.89570978,64.83696999,74.79945285,69.64930307,62.78207645,74.68071321,56.66617786,65.10231481,13,0.8125,1
ARZ,2011,63.12403315,62.14361493,54.26782884,65.99574485,59.21694306,62.51331148,63.17904404,67.91685332,67.9793499,57.83567889,62.91919431,66.02020057,63.68430813,63.29110892,58.68430432,51.69381779,70.50993353,64.91437066,65.17002592,8,0.5,3
KC,2011,57.2764454,63.33569892,65.49389736,68.43903593,64.96008267,66.24816964,69.47074586,66.4582624,75.04891056,64.45011355,61.01147228,69.23390374,71.56958787,75.17267552,60.9795404,75.89067555,78.0154289,59.77260383,77.47540915,7,0.4375,3
DEN,2011,60.94701195,65.98117978,71.53673469,73.68181893,63.70058947,63.77214533,60.26533166,67.71092049,70.05498913,73.7,63.02380952,65.32534562,72.72327158,67.83754693,54.57054182,64.11040503,61.28892178,62.71924819,68.55655738,8,0.5,3
PHI,2011,65.57885117,63.90293542,72.09493088,62.94686139,62.47990474,71.23790654,59.5667004,71.25999475,70.5650941,76.29662488,65.04194529,63.10986001,78.37358661,73.90203368,64.26945668,76.56163343,53.2609465,55.89290212,70.76867159,8,0.5,3
IND,2011,61.70320856,68.07777778,52.14034483,68.02428136,61.11455256,67.82051809,54.97515707,70.27032703,65.8655914,50.72388831,57.6473262,69.43538755,59.41664921,72.02162072,57.30244716,67.51663544,54.36637961,65.54434004,58.3680205,2,0.125,4
JAX,2011,65.26125541,69.05347826,58.48410781,68.59979444,63.88782216,64.05259664,61.67838304,61.2414966,68.75898009,61.14326733,73.74555985,73.32015419,55.47353234,69.48018018,56.77400958,64.35349477,61.26825658,75.36527331,60.90791846,5,0.3125,4
DET,2011,63.04563953,66.82006369,78.80084034,66.09146231,66.9954202,72.03181966,56.45860271,69.45966469,69.74352273,81.775,62.34969697,70.30310078,74.76550475,67.14205438,64.80270979,72.49528918,67.8606655,62.1825226,55.94963865,10,0.625,2
CIN,2011,61.35081206,65.52693878,60.70600343,72.82177582,65.49009879,64.88104456,66.56442378,67.69861671,69.52337079,64.11912464,55.10145278,68.04278903,71.8660429,74.37527284,65.99023529,61.82288136,70.58625574,62.56978984,74.18368764,9,0.5625,2
SEA,2011,66.88755981,64.42744681,55.80378007,68.99178412,68.22441305,71.1433262,60.28123043,71.60827179,63.93361188,54.49373777,63.95753012,70.596292,66.34484945,61.73803239,63.84459273,79.11738335,70.0356103,62.21587927,63.51868888,7,0.4375,3
CHI,2011,63.52529274,63.47990868,66.169,64.71013414,66.91192868,66.02711291,65.76072743,58.17022971,69.33726218,65.64475806,64.29010417,67.6567052,62.4002845,66.52350136,55.32061104,75.2506342,73.36762725,53.21540404,73.30021874,8,0.5,3
CAR,2011,59.72512821,62.94826884,60.74036545,65.17469826,62.24467396,67.99393939,65.50728168,73.47412168,67.56953396,64.24859813,61.26270718,65.62918216,75.05326087,68.17185162,62.7587156,73.70789133,65.39560838,64.06973198,67.38007335,6,0.375,3
NYG,2011,68.97192982,67.72705667,82.4,68.6080292,63.98832212,71.07442937,59.97259584,64.66230995,68.60349952,81.1,68.41415929,64.15362047,73.66328556,66.43661933,64.28122425,75.96193999,63.15591437,62.02896785,61.22835884,9,0.5625,2
DAL,2011,59.92608696,70.93470919,87.8516129,71.43291697,67.92155762,72.04335281,62.51135523,70.22573216,71.029448,89.23543689,68.16753623,77.7112015,74.02696897,66.18514631,66.28813993,79.78594416,81.16933174,64.73136447,58.93343893,8,0.5,3
ATL,2011,61.30639269,68.50394973,85.20566038,67.01436292,57.82644156,69.33894814,64.08191974,72.17292111,69.33626423,83.5021838,64.6261811,70.4520073,78.39615048,68.15924171,59.26791163,74.47355982,55.64346784,62.77445953,72.49573291,10,0.625,2
SD,2011,60.44764151,72.56553672,92.8,66.15335797,70.2721216,66.22880993,65.67189035,65.59440825,69.04654117,91.41031895,63.05177112,77.87262335,73.47712862,68.80249565,65.02609214,71.07583705,71.93590604,69.64641791,69.42062449,8,0.5,3
NE,2011,63.38258824,73.69285714,88.46210046,73.12168634,65.76488931,62.69874021,66.18701109,70.50745984,72.74724122,85.91437671,66.95416667,76.48126506,70.14745115,81.17331002,64.98096995,62.42883173,70.79726424,63.7540107,68.97164931,13,0.8125,1
NO,2011,63.14473684,75.22598425,86.80859599,66.43700403,61.24443551,63.79748538,65.07276549,68.40743073,67.79790588,85.47721297,66.91445313,72.11065744,63.89505448,74.56840278,62.09940405,63.08883225,55.2902447,73.36259788,69.20935695,13,0.8125,1
PIT,2011,70.66261905,74.03546512,87.10716695,71.90476881,72.34688748,65.5804559,67.3052542,65.39962687,64.72087558,84.52432692,72.97705628,74.80167296,63.11581532,63.40661384,57.95380228,82.2774463,84.90119102,72.11789773,66.80266066,12,0.75,1
MIN,2011,79.83513514,67.50213675,60.80752508,72.82302784,65.67335125,66.94964362,60.87993702,66.55842376,68.97192308,62.9375,74.05954545,66.15665722,67.23989387,74.66161519,68.91745946,68.53554366,71.00448518,58.12713465,66.02059765,3,0.1875,4
OAK,2011,61.39217002,60.95169492,70.5429078,70.95086315,68.02811835,70.57716145,57.6375,61.90684087,67.83786638,67.7260745,65.73741935,62.74311619,57.66454396,66.45420072,68.02712032,66.3337233,69.40591503,63.86798337,58.83476049,8,0.5,3
WAS,2011,62.41204188,65.89834559,59.63527132,72.37703171,66.13230673,65.40136622,65.61266443,67.99692971,66.67835154,57.68022599,57.29753086,67.21011673,65.71517766,69.69224288,68.567,63.29690624,68.77322912,64.95041646,75.43998397,5,0.3125,4
HST,2011,65.89293893,70.28937644,74.85859375,64.43989821,63.43895751,67.26785834,59.55475952,73.56040041,77.04661695,76.05663217,63.54942308,69.6234699,77.6913404,86.91471222,60.96289766,63.71432136,63.78222087,64.94964331,60.41901969,10,0.625,2
BUF,2011,62.21291139,62.99555556,68.14380952,66.91294262,60.95017822,64.49116915,59.45704459,76.59698829,66.18964258,66.93772455,62.98432432,66.63979866,63.05273684,73.78829371,63.65737864,64.84299302,56.72,65.35276097,61.65537802,6,0.375,3
TEN,2011,77.73296703,65.18675136,69.23077544,63.74880045,62.77498006,65.96417323,64.08254249,65.32838428,65.51430079,70.2920398,56.58266332,67.6030597,72.34526469,58.73933464,60.73124336,67.11571142,60.54470546,65.94795099,69.91441696,9,0.5625,2
CLV,2011,62.48983957,65.15591603,71.58805513,69.91893154,64.60070188,61.32264836,60.52092062,70.08277662,64.93854026,73.40057637,65.29954442,67.40194715,72.33890396,63.11364814,55.13475243,59.51575547,67.70280957,59.9816776,69.04831676,4,0.25,4
TB,2011,76.57884615,71.12818182,76.2989313,63.38377346,61.58094288,61.29463878,63.91852974,59.33075722,66.4829595,77.34317492,73.2359447,72.08484335,66.11111111,59.87752957,55.96995146,61.04051079,66.45261166,59.08957437,68.04987099,4,0.25,4
GB,2011,59.04542857,67.17648184,86.02864992,69.55903384,61.50307235,64.97198626,65.81483016,71.28640725,64.96178977,85.03738784,61.28509615,66.49788012,63.2429878,74.19618392,60.90772765,68.89526515,72.37677745,55.55797774,69.71714569,15,0.9375,1
BLT,2011,60.62555556,67.34215686,78.17226962,70.14854199,70.05005557,63.65903915,68.07167908,74.65552906,71.66394483,74.47111535,72.27577741,63.05590759,75.46208161,80.55984277,68.98870029,66.44215368,72.66104488,67.68851103,70.91712707,12,0.75,1
SL,2012,65.38997429,58.5019802,62.94417077,67.34752416,56.88125692,65.51815997,61.87241218,61.26760563,70.05424739,59.55292398,61.46113537,62.98641601,58.13496638,67.01699367,57.94666667,56.73599514,56.01911602,53.46165343,70.49701937,7.5,0.46875,3
SF,2012,67.47416481,64.15577396,76.27315175,73.25837131,76.81648019,71.91258665,67.55787427,67.91089701,74.73344045,74.66163522,64.29706422,69.37104222,71.98523422,74.200253,72.50809957,78.06828194,87.1988731,62.47190588,70.16126712,11.5,0.71875,2
DEN,2012,69.88340336,63.99893617,89.1137031,69.36010906,64.45171708,63.17058424,65.72192525,65.78527947,68.03855691,89.4265233,64.94782609,70.99532888,68.18781968,66.24427904,54.20244386,72.37164948,57.94891626,60.37073276,72.73317791,13,0.8125,1
SD,2012,64.36457286,68.34435484,79.56794218,70.33752371,66.14124796,61.82941377,62.73864153,69.6754417,64.13309494,78.5,64.49565217,77.08347654,59.81726829,65.89844408,55.9186074,72.45655396,62.51800303,75.0872077,55.62669091,7,0.4375,3
JAX,2012,61.93402367,59.17946058,56.30958904,72.96916763,64.67854841,67.44128944,67.12576419,73.1416751,68.65350189,53.80239693,68.39753593,65.13934564,76.81742701,70.71967985,60.33657883,69.26707984,75.35508982,58.86112985,68.58887673,2,0.125,4
GB,2012,64.05950617,69.34179389,92.94805901,61.66053425,56.82330489,60.58864016,64.35725985,74.2738675,63.87451367,92.16111111,61.18969359,65.19792974,62.16496752,75.51386614,55.53302457,63.78144514,60.16406951,64.57422222,65.55249532,11,0.6875,2
MIA,2012,60.43372642,65.291841,61.35956679,65.77965862,64.85790703,65.19980788,56.23358545,65.5830812,66.29691834,64.77454728,62.36094808,69.80068768,68.74083948,69.09296761,63.2280461,68.40649038,66.33032815,57.01155576,56.08723016,7,0.4375,3
SEA,2012,71.27987552,64.84482759,61.09620902,70.94998631,69.85250261,64.95069699,66.02915544,67.1491707,67.42035233,64.5947205,61.23486239,64.33928164,65.87291052,67.96085817,65.75489319,69.56628631,64.34130262,74.23212756,67.37017115,11,0.6875,2
PHI,2012,71.87459016,68.20053381,71.8011236,61.16631257,64.40846814,72.77000453,60.92890886,72.14694656,68.67455497,73.11090909,69.08493506,72.08240684,72.19237288,76.042708,69.51384051,78.21506098,64.16901734,62.93307692,62.1775268,4,0.25,4
CAR,2012,74.59107981,67.34304933,64.98089286,65.18331608,59.58342665,63.65781592,59.03522469,67.52366757,67.3448037,67.21134904,71.11266491,67.44453829,70.66791604,66.07915082,55.38275097,66.51967347,56.01310027,60.37705771,63.31016306,7,0.4375,3
ATL,2012,68.93351955,71.64881757,80.9,64.30281085,65.05883149,68.29563582,61.35454106,71.50194906,66.8756779,80.07739464,63.3640625,76.92598914,69.79253661,67.5723301,61.04398977,69.46395216,66.0042654,65.1889107,65.64951246,13,0.8125,1
NYG,2012,65.462,72.55531496,83.71056338,70.97575599,64.21547007,68.85964845,57.40622967,65.40147059,66.51740841,80.37375746,72.11359404,76.46929884,66.04401325,64.16886168,63.72709599,70.25591543,64.79153226,53.40146751,63.22663697,9,0.5625,2
NE,2012,63.07104247,79.01561462,89.82589286,69.64854434,70.06046773,57.98968227,60.94962758,67.0896241,71.57488558,87.78712871,61.46369427,79.23845811,71.08085361,70.48153722,61.79375328,61.59524558,68.8084116,58.34852234,67.77606007,12,0.75,1
NO,2012,76.24223433,77.82265372,92.34428571,63.23958968,67.28197616,62.5092617,62.83726363,74.84294758,69.7282058,92.58058608,77.07158177,66.52044025,77.06984767,76.22053853,66.18734584,63.00073206,62.62925114,59.59992203,70.12124871,7,0.4375,3
CIN,2012,69.31985294,71.56548857,63.75809917,62.70359761,63.77917681,66.85215427,59.89748674,68.86763533,63.69279865,63.23189824,72.6190709,70.45712383,75.21497957,58.6530993,69.04358259,65.86088907,65.04404537,60.35410172,62.9741587,10,0.625,2
DAL,2012,69.16849711,69.10699844,75.92788051,68.50869641,65.34798856,69.14755102,60.68169081,72.63197026,69.70255635,74.47358665,66.43486239,72.21681351,72.80376344,70.32982137,65.27621454,78.06265602,55.42569774,63.62129719,65.80188929,8,0.5,3
PIT,2012,68.32626263,75.80931559,72.6070626,71.42454821,61.90417358,61.84629699,63.26256244,70.82427132,67.29196602,72.11457143,66.79295775,78.74886988,68.28476563,67.29606789,64.13019668,72.99341164,55.16635945,71.3312996,59.00460637,8,0.5,3
OAK,2012,69.6217033,70.62883642,66.82015038,69.58323864,68.53113652,65.75481264,61.24576471,67.31511628,67.22111406,65.83506126,70.23971292,70.17004219,71.94327103,72.65001515,66.27148635,67.90474365,65.03788409,62.5837233,61.78036345,4,0.25,4
IND,2012,62.8837037,63.71091854,60.75,66.1852784,62.49063893,65.3904963,57.3232782,64.1387886,62.26541407,64.4,65.55201238,65.36380194,65.74679487,62.29714212,60.37738478,64.34261444,59.73425254,62.76274324,59.89378734,11,0.6875,2
CHI,2012,73.46538462,71.40390456,71.82710952,68.14694175,67.27486592,62.87720836,62.12274902,61.74129673,65.44155699,68.79561404,72.99221411,73.27546012,60.77455338,58.63470628,64.41149228,61.1582648,66.32777143,56.31984594,68.08235294,10,0.625,2
BUF,2012,75.30773067,67.33056093,69.11381119,71.31949759,67.85133946,64.94102179,61.26186324,77.6695084,65.27891284,65.06320565,71.6538961,69.41611765,64.16700192,77.07880617,60.14986326,70.95823719,65.48681487,67.6587344,61.31103989,6,0.375,3
TEN,2012,63.29266862,68.54,63.23149351,70.41092593,67.79252088,61.70281182,64.90298814,73.9056016,66.87588552,66.30164103,60.45302198,70.99128475,76.25138122,72.66226729,63.91743451,60.89886827,62.43915324,63.87202008,72.86265715,6,0.375,3
WAS,2012,60.93389831,68.24495192,60.75,67.43946253,62.87438487,63.18864213,58.73322891,68.62284768,64.89525465,64.4,67.0589852,68.64034335,66.73820169,70.72338198,59.17450683,65.31696509,73.37733204,45.19015692,64.5567597,10,0.625,2
HST,2012,73.84901186,76.63972868,79.40616438,70.09584238,63.76457848,66.98659889,60.19868245,74.89092827,68.69965251,78.16552036,72.59090909,74.50745687,68.63762593,76.88592549,62.00777737,68.97169288,61.40072115,59.66458924,63.50505319,12,0.75,1
BLT,2012,65.26093023,71.98216319,63.64621711,65.18130975,69.00410557,64.56888174,65.66754121,74.93017817,67.95237557,61.31990521,73.63523132,68.07492003,68.62705402,72.48029286,65.45686969,67.3453125,67.56248881,69.74317693,71.67102737,10,0.625,2
KC,2012,62.29490446,68.67459207,59.95930018,70.37220278,69.57445066,65.45649795,59.64254815,74.24854061,68.79364389,59.73452958,64.74191781,72.34651661,75.97383089,69.87867508,62.29090909,71.4309535,73.79309211,52.9177663,70.71419387,2,0.125,4
CLV,2012,59.08469657,60.60528376,60.73038898,70.57851521,67.53337406,67.41044628,61.35603332,74.35277699,64.39189744,64.1189536,58.2396,62.69008516,70.52733813,71.35397287,63.86181587,68.18869489,69.58757267,66.45964542,64.20835569,5,0.3125,4
MIN,2012,81.59013453,68.0059867,50,70.63487797,71.57038375,68.51577959,58.07628866,70.55750994,71.56898384,51.88420533,66.88674033,70.2133059,70.55,73.17458937,66.8090005,74.6718974,68.24817276,50.93104821,72.91930541,10,0.625,2
DET,2012,60.89375,71.60929265,73.49111675,64.49630241,61.94742576,69.64050542,65.36809737,76.00123288,66.45934855,73.19949239,64.44065934,70.9748057,70.54495555,70.83198999,62.77155009,69.39764128,71.6223997,61.43925781,62.42106075,4,0.25,4
ARZ,2012,57.42232143,68.29929701,54.47902511,66.78869851,61.65201033,66.27044261,63.78981847,62.73576039,69.60634783,54.45251451,65.63159145,73.30811018,65.45111309,66.65028155,64.47394393,61.29336577,64.33808622,69.05895278,59.581835,5,0.3125,4
TB,2012,60.77348485,64.56368932,61.16260229,57.15834277,59.40299873,66.90616596,55.54889625,59.98460896,69.91772616,58.78015564,68.06666667,66.3444,71.32588736,61.7635873,63.95982485,72.39198423,53.27254653,54.00679422,55.40314897,7,0.4375,3
NYJ,2012,58.59326316,61.10852878,56.48101266,62.48094019,69.49431818,59.70270926,62.97765231,68.12442494,66.21654321,54.06839577,56.63946188,64.26259169,62.54050791,75.20822215,64.97047054,69.80986639,71.63164747,59.96168074,64.01849578,6,0.375,3
ATL,2013,68.1971246,72.59660194,84.66190141,62.63970537,59.97179487,60.15018882,69.09150637,67.33449707,64.1804,84.37303371,70.76246499,73.96911038,62.60257471,59.04937481,54.01639202,64.53452685,62.84112642,73.8252149,69.69767267,4,0.25,4
SF,2013,70.27152318,72.15125348,80.72067594,74.00032465,73.03768479,61.97704678,66.69431321,71.11062606,75.56428891,73.01957447,75.77609756,73.06388037,84.25385827,77.56830808,66.48046422,73.82783797,84.83688995,61.40157116,66.86193948,12,0.75,1
CLV,2013,66.15283688,65.00952381,48.48982713,65.4396344,68.78000825,63.75155798,66.53880422,74.88558662,69.32242515,47.43661202,63.34392857,65.35807717,76.4317325,75.17732454,64.08305085,68.03760794,67.26498612,68.34530337,68.32871595,4,0.25,4
SD,2013,66.60021322,65.8555773,66.3,66.13725796,66.90836894,62.11526689,64.59125413,68.41306699,63.09347193,64.02032967,63.85351563,66.05024129,64.83144491,67.39458414,62.80359775,62.12038778,63.35613946,72.4724519,60.34302514,9,0.5625,2
JAX,2013,63.07799443,62.83651376,57.38391502,70.76381732,61.2612373,62.497766,60.59720708,62.11626768,64.1511967,53.88803089,63.10222717,66.47535642,64.34863417,62.13738583,57.27564767,64.10268817,66.24911444,67.31592689,56.07419716,4,0.25,4
DET,2013,71.36589862,67.52998379,72,68.85799496,65.21931464,70.38849096,60.260888,72.82315535,66.35795328,73.6,69.01104294,67.38117462,71.45418655,71.60755543,74.20731481,61.84896185,60.8197731,58.76756887,61.48392469,7,0.4375,3
TEN,2013,66.18564593,59.898,58.05980392,63.03798646,69.15759021,68.40640058,62.53326236,77.55933622,68.27272517,60.16,64.85964392,65.41762568,77.493361,69.74372093,69.29696145,66.3973531,62.05218382,63.07424875,73.80746214,7,0.4375,3
PHI,2013,70.51153846,69.02371795,58.51945392,70.07309928,65.54181975,65.04978448,60.77333718,75.21125489,74.5573444,57.44086538,74.37413793,69.50612346,75.9977808,83.5784917,61.50977257,69.63523102,64.81410788,57.39835209,68.27671886,10,0.625,2
CAR,2013,67.97775281,73.0262181,68.6,63.69130865,68.65671204,70.36461753,60.48819752,68.26681999,70.49322638,72.21348788,73.88524306,77.44295343,70.98315998,65.84627103,62.2526464,74.89077263,70.77150106,65.43092885,63.67355341,12,0.75,1
NYG,2013,69.09013333,70.81616541,78.32381729,66.71931755,65.66599354,66.5515625,57.86690569,69.57413746,66.64857143,77.33626482,59.44319654,71.08994452,72.45770556,72.13657378,63.99067676,67.3355412,58.40669379,61.88064768,63.35613452,7,0.4375,3
NE,2013,68.89334764,67.81859296,89,67.81757186,70.47984481,66.88943709,66.85551962,68.85389788,72.81558872,90.5,66.23127962,73.19173047,73.40709516,77.86219512,60.41300284,74.71108911,68.94077985,78.19097582,66.63348018,12,0.75,1
KC,2013,71.84860051,63.65865922,66.48636364,68.04084072,64.07464254,59.47154854,61.27708634,71.43259639,67.1317619,67.7375,66.93700441,67.24038118,68.81621364,73.30934861,56.27215141,68.64092129,72.26584127,54.34014696,70.18725895,11,0.6875,2
NO,2013,70.94617414,74.19510604,83.84085714,62.63669152,64.34640078,64.50026485,58.09062965,73.28801083,67.98805699,84.32072727,76.81978495,70.27608048,64.06035578,80.51382979,67.43100858,71.05727483,56.66994595,57.74026718,64.44394417,11,0.6875,2
SEA,2013,79.42772926,68.71675258,87.28854369,67.58327433,67.37979391,68.25208024,73.14149921,62.54387891,66.98810449,88.9403946,72.74278607,71.31937716,66.74550096,64.55051165,59.85127748,68.18772955,73.47879121,69.55482807,81.25337863,13,0.8125,1
DAL,2013,67.25015291,70.64581105,73.06988906,62.55914789,66.2772311,63.04874661,63.00418635,66.84183757,65.88297808,72.95167173,65.54502165,73.94140127,66.98293651,66.5652435,63.33408788,59.56255884,71.15313972,58.44410138,65.57711326,8,0.5,3
PIT,2013,60.87263158,71.95851449,85.45350467,70.83308519,71.4501769,58.09115744,70.30287102,66.55740355,65.710717,86.2,65.92206897,75.17843269,64.96593604,66.96422018,62.81559528,64.69756896,78.13500583,78.86343773,67.5942768,8,0.5,3
ARZ,2013,53.43717026,64.65418994,66.38177419,61.44043158,66.26589653,64.72245019,66.73096062,68.64335361,64.36525912,65.7,61.63571429,67.98183362,62.54940653,65.51603006,61.48091301,70.28441026,75.0246531,68.18678252,68.37807571,10,0.625,2
DEN,2013,63.44008715,73.10305344,90.63563218,70.10742331,67.68635756,63.36406677,67.0458681,72.94194905,67.95025696,90.15907928,68.02486188,75.44336412,67.52036395,72.11921116,61.16420183,70.49206884,61.83884924,66.84209924,73.77161572,13,0.8125,1
IND,2013,72.21458333,63.33921569,64.13652968,67.95928881,58.62084592,60.80551924,68.46189915,63.86706001,68.90926789,65.87795802,65.75343228,69.72611821,72.90325599,63.47523165,59.40740461,58.21464203,66.3686986,63.7129771,71.6194204,11,0.6875,2
CHI,2013,65.98772846,73.43550186,63.27857143,65.56918924,63.33898924,67.18843137,68.99020495,70.70097061,67.27554486,63.59137931,62.72480211,76.25166078,68.1839691,65.178739,64.77217916,67.79220986,61.60300152,64.16583613,78.78644986,8,0.5,3
WAS,2013,79.8573494,72.03426573,86.2867052,65.7382807,62.02812565,67.93913887,66.63927754,71.59320535,71.4737037,83.48328742,75.32234273,72.45912281,69.5711798,73.0910917,59.74192771,76.96846413,60.33255814,69.99391859,68.49758673,3,0.1875,4
HST,2013,73.88222222,71.55051903,68.74217836,71.88544993,68.39965185,69.81951493,61.2412,74.21422594,72.29443635,69.16252252,70.0628866,73.34716733,77.08107869,76.60484542,77.32669633,67.12044682,57.23127729,63.61653659,65.99034653,2,0.125,4
